H_key,Line,species,weight,estimated,num_caught,num_per_kg,year,month,day,set_num,stat_area,sub_area,start_lat_deg,start_lat_min,start_long_deg,start_long_min,min_depth,max_depth,depth_unit,soaktime
2321,5,4TC,6,TRUE,,,1980,3,9,42,2,6,,,,,45,55,F,19
2322,3,4TC,64,TRUE,,,1980,3,9,43,2,6,,,,,42,48,F,19
2323,2,4TC,2,TRUE,,,1980,3,9,44,2,6,,,,,46,55,F,6
2324,6,4TC,2,TRUE,,,1980,3,9,45,2,6,,,,,51,75,F,6
2325,4,4TC,10,TRUE,,,1980,3,10,46,2,6,,,,,50,54,F,22
2326,5,4TC,4,TRUE,,,1980,3,10,47,2,6,,,,,60,71,F,21
2327,5,4TC,11,TRUE,,,1980,3,10,48,2,6,,,,,54,60,F,19
2330,3,4TC,2,TRUE,,,1980,3,11,51,2,3,,,,,50,54,F,20
2331,3,4TC,1,TRUE,,,1980,3,11,52,2,4,,,,,42,43,F,20
2332,2,4TC,3,TRUE,,,1980,3,11,53,2,4,,,,,49,53,F,18
2334,6,4TC,13,TRUE,,,1980,3,13,55,2,3,,,,,42,45,F,47
2335,2,4TC,190,TRUE,,,1980,3,12,56,2,1,,,,,12,15,F,21
2336,5,4TC,17,TRUE,,,1980,3,12,57,2,1,,,,,43,51,F,16
2337,3,4TC,7,TRUE,,,1980,3,14,58,2,11,,,,,40,43,F,22
2338,5,4TC,3,TRUE,,,1980,3,14,59,2,11,,,,,48,60,F,21
2339,4,4TC,2,TRUE,,,1980,3,14,60,2,11,,,,,35,35,F,15
2340,5,4TC,2,TRUE,,,1980,3,14,61,2,12,,,,,45,48,F,15
2342,4,4TC,1,TRUE,,,1980,3,14,63,2,12,,,,,40,46,F,6
2343,5,4TC,4,TRUE,,,1980,3,15,64,2,12,,,,,38,40,F,18
2344,4,4TC,0.100000001,TRUE,,,1980,3,15,65,2,12,,,,,35,38,F,18
2345,8,4TC,3,TRUE,,,1980,3,15,66,2,13,,,,,38,44,F,15
2346,5,4TC,2,TRUE,,,1980,3,17,67,2,14,,,,,40,48,F,48
2347,5,4TC,9,TRUE,,,1980,3,17,68,2,14,,,,,38,59,F,48
2348,6,4TC,4,TRUE,,,1980,3,17,69,2,15,,,,,51,58,F,47
2349,6,4TC,9,TRUE,,,1980,3,17,70,2,15,,,,,45,55,F,46
2350,3,4TC,100,TRUE,,,1980,3,18,71,2,18,,,,,20,20,F,22
2351,5,4TC,13,TRUE,,,1980,3,18,72,2,18,,,,,32,40,F,22
2355,1,4TC,4,TRUE,,,1980,3,3,4,2,32,,,,,12,15,F,17
2356,1,4XE,0.100000001,TRUE,,,1980,3,3,5,2,33,,,,,35,38,F,16
2363,1,4TC,0.100000001,TRUE,,,1980,3,4,12,2,31,,,,,11,12,F,17
2366,2,4TC,0.100000001,TRUE,,,1980,3,6,15,2,42,,,,,80,100,F,21
2367,1,4TC,3,TRUE,,,1980,3,6,16,2,42,,,,,80,80,F,20
1557,2,4TA,0.100000001,TRUE,4,,1978,10,24,35,12,37,,,,,14,17,F,20
1560,4,4TA,0.100000001,TRUE,5,,1978,10,25,38,12,36,,,,,14,18,F,20
1561,2,4TA,0.100000001,TRUE,1,,1978,10,25,39,12,36,,,,,48,52,F,19
1572,1,4TA,0.100000001,TRUE,1,,1977,2,25,10,12,27,,,,,36,52,F,24
1573,2,4TA,0,TRUE,9,,1977,2,26,11,12,35,,,,,15,15,F,18
1575,1,4TA,0,TRUE,11,,1977,2,26,13,12,35,,,,,15,15,F,20
1576,3,4TA,0.100000001,TRUE,1,,1977,2,26,14,12,35,,,,,46,50,F,21
1580,3,4TA,0.100000001,TRUE,1,,1977,2,27,18,12,36,,,,,45,45,F,20
1592,2,4TA,0.100000001,TRUE,1,,1977,3,1,30,12,40,,,,,15,15,F,16
1597,3,4TA,0.100000001,TRUE,2,,1977,3,2,35,12,40,,,,,15,15,F,20
1601,3,4TA,0.100000001,TRUE,1,,1977,6,22,3,12,28,,,,,35,35,F,18
1606,2,4TA,0.100000001,TRUE,1,,1977,6,23,8,12,27,,,,,35,38,F,20
1609,1,4TA,0.100000001,TRUE,1,,1977,6,24,11,12,40,,,,,40,40,F,20
1627,6,4TA,0.100000001,TRUE,1,,1977,6,27,29,12,37,,,,,14,16,F,19
1629,1,4TA,0.100000001,TRUE,1,,1977,6,27,31,12,37,,,,,48,52,F,21
1631,3,4TA,0.100000001,TRUE,3,,1977,6,28,33,12,36,,,,,15,15,F,20
1635,2,4TA,0.100000001,TRUE,1,,1977,6,29,37,12,35,,,,,15,15,F,22
1637,2,4TA,0,TRUE,8,,1977,6,29,39,12,35,,,,,15,15,F,17
1638,1,4TA,0.100000001,TRUE,2,,1977,6,29,40,12,35,,,,,46,50,F,18
1654,2,4TA,0.100000001,TRUE,,,1977,10,17,16,12,27,,,,,13,15,F,22
1656,2,4TA,3.628999949,TRUE,8,,1977,10,17,18,12,27,,,,,15,18,F,22
1659,4,4TA,6.803999901,TRUE,30,,1977,10,18,21,12,35,,,,,15,15,F,23
1660,2,4TA,0.100000001,TRUE,5,,1977,10,18,22,12,35,,,,,15,15,F,23
1661,2,4TA,2.267999887,TRUE,5,,1977,10,18,23,12,35,,,,,15,15,F,20
1662,2,4TA,4.535999775,TRUE,14,,1977,10,18,24,12,35,,,,,46,50,F,20
1667,2,4TA,3.174999952,TRUE,7,,1977,10,19,29,12,37,,,,,14,16,F,20
1668,3,4TA,0.100000001,TRUE,1,,1977,10,20,30,12,36,,,,,15,15,F,18
1669,3,4TA,0.100000001,TRUE,1,,1977,10,20,31,12,36,,,,,45,47,F,19
1670,3,4TA,0.100000001,TRUE,1,,1977,10,20,32,12,36,,,,,15,15,F,19
1675,2,4TA,0.100000001,TRUE,1,,1976,2,4,5,12,27,,,,,35,38,F,21
1681,4,4TA,3.628999949,TRUE,8,,1976,2,6,11,12,35,,,,,15,15,F,23
1686,3,4TA,0.100000001,TRUE,2,,1976,2,7,16,12,40,,,,,13,15,F,20
1701,2,4TA,0.100000001,TRUE,1,,1976,2,9,31,12,40,,,,,15,15,F,21
1702,2,4TA,0.100000001,TRUE,2,,1976,2,9,32,12,40,,,,,15,15,F,19
1715,2,4TA,0.100000001,TRUE,1,,1976,2,17,45,28,2,,,,,15,15,F,21
1733,3,4TA,0.100000001,TRUE,1,,1976,6,25,8,12,27,,,,,35,38,F,21
1737,2,4TA,0,TRUE,1,,1976,6,26,12,12,35,,,,,15,15,F,21
1739,2,4TA,0,TRUE,14,,1976,6,26,14,12,35,,,,,15,15,F,18
1743,2,4TA,0.100000001,TRUE,1,,1976,6,27,18,12,36,,,,,15,15,F,24
1745,5,4TA,0.100000001,TRUE,1,,1976,6,28,20,12,37,,,,,46,52,F,19
1750,1,4TA,0.100000001,TRUE,1,,1976,6,29,25,12,40,,,,,30,37,F,21
1752,1,4TA,0.100000001,TRUE,1,,1976,6,29,27,12,40,,,,,34,36,F,19
1758,2,4TA,0.100000001,TRUE,1,,1976,6,30,33,12,40,,,,,36,36,F,21
1766,2,4TA,0,TRUE,1,,1976,7,1,41,12,45,,,,,16,16,F,18
1768,5,4TA,0.100000001,TRUE,1,,1975,3,5,1,28,1,,,,,15,15,F,23
1769,1,4TA,0.100000001,TRUE,1,,1975,3,5,2,28,1,,,,,35,35,F,22
1782,1,4TA,0.100000001,TRUE,1,,1975,3,12,15,12,28,,,,,50,50,F,22
1784,1,4TA,0.100000001,TRUE,1,,1975,3,12,17,12,28,,,,,47,50,F,22
1786,1,4TA,0.100000001,TRUE,1,,1975,3,13,20,12,27,,,,,13,15,F,22
1792,2,4TA,6.803999901,TRUE,14,,1975,3,14,25,12,35,,,,,15,15,F,22
1796,2,4TA,0.100000001,TRUE,1,,1975,3,14,29,12,36,,,,,50,50,F,18
1797,2,4TA,0.100000001,TRUE,2,,1975,3,15,30,12,43,,,,,13,15,F,20
1803,3,4TA,0.100000001,TRUE,1,,1975,3,16,36,12,45,,,,,15,16,F,22
1804,3,4TA,0.100000001,TRUE,1,,1975,3,16,37,12,45,,,,,36,38,F,22
1805,2,4TA,0.100000001,TRUE,1,,1975,3,16,38,12,45,,,,,15,16,F,21
1819,2,4TA,0.100000001,TRUE,3,,1975,3,18,52,12,37,,,,,15,16,F,20
1824,3,4TA,0.100000001,TRUE,1,,1975,8,7,1,12,40,,,,,30,37,F,22
1841,3,4TA,0,TRUE,1,,1975,8,9,18,12,40,,,,,35,40,F,19
1848,4,4TA,0,TRUE,1,,1975,8,11,25,12,36,,,,,45,47,F,21
1849,2,4TA,0,TRUE,3,,1975,8,11,26,12,36,,,,,15,15,F,20
1853,2,4TA,0,TRUE,2,,1975,8,12,30,12,27,,,,,15,15,F,21
1855,4,4TA,0,TRUE,2,,1975,8,12,32,12,27,,,,,15,15,F,21
1856,3,4TA,0,TRUE,1,,1975,8,12,33,12,27,,,,,35,35,F,21
1857,1,4TA,0,TRUE,1,,1975,8,13,34,12,28,,,,,50,50,F,20
1862,3,4TA,0,TRUE,20,,1975,8,14,39,12,35,,,,,15,15,F,22
1873,4,4TA,0.100000001,TRUE,2,,1975,8,28,50,28,2,,,,,15,15,F,23
1880,2,4TA,0.100000001,TRUE,1,,1975,11,5,5,28,2,,,,,15,15,F,22
1888,2,4TA,0.100000001,TRUE,3,,1975,11,7,13,28,2,,,,,15,15,F,44
3028,3,4TC,,TRUE,,,1982,4,27,2,28,1,,,,,25,35,F,24
3746,4,4TA,,TRUE,1,,1975,12,15,253,6,14,52,45.09999847,129,7.5,53,63,F,6
3749,10,4TA,0.100000001,TRUE,3,,1974,11,22,3,7,17,52,5.300000191,128,5.800000191,6,13,F,21
3752,11,4TA,0.100000001,TRUE,1,,1974,11,22,6,7,17,52,2.599999905,128,9.5,6,18,F,24
3755,1,4TA,0.100000001,TRUE,5,,1974,11,22,9,7,25,51,59.70000076,128,10.5,9,10,F,24
3757,3,4TA,,TRUE,10,,1974,11,22,11,7,25,51,59.09999847,128,13.19999981,26,40,F,25
3762,7,4TA,0.100000001,TRUE,1,,1974,11,24,16,7,15,52,13.39999962,128,5.699999809,25,36,F,20
3764,8,4TA,0.100000001,TRUE,1,,1974,11,24,18,7,15,52,13.80000019,128,4.400000095,30,40,F,19
3766,7,4TA,0.100000001,TRUE,6,,1974,11,24,20,7,15,52,15.19999981,128,2.900000095,13,30,F,17
3767,4,4TA,,TRUE,3,,1974,11,25,21,7,12,52,12.69999981,128,7.599999905,30,35,F,24
3771,10,4TA,,TRUE,2,,1974,11,25,25,7,15,52,15.89999962,128,10.60000038,28,35,F,18
3774,9,4TA,,TRUE,1,,1974,11,26,28,7,12,52,12.39999962,128,6.300000191,55,55,F,18
3775,6,4TA,,TRUE,1,,1974,11,26,29,7,12,52,12.5,128,6.199999809,8,10,F,19
3790,15,4TA,,TRUE,12,,1974,11,28,44,7,15,52,18.10000038,128,0.600000024,8,26,F,17
3793,8,4TA,,TRUE,3,,1974,11,29,47,7,13,52,19.39999962,128,11.30000019,27,34,F,21
3797,6,4TA,,TRUE,3,,1974,11,29,51,7,14,52,26.70000076,128,9.600000381,28,36,F,16
3798,8,4TA,,TRUE,1,,1974,11,30,52,7,14,52,27.10000038,128,4.400000095,10,35,F,21
3811,10,4TA,0.100000001,TRUE,1,,1974,12,2,65,7,14,52,29.5,128,5.599999905,23,55,F,22
3817,7,4TA,,TRUE,1,,1974,12,3,71,7,14,52,21,128,3.099999905,22,36,F,21
3818,13,4TA,0.100000001,TRUE,1,,1974,12,3,72,7,14,52,20.79999924,128,2.5,26,38,F,21
3819,3,4TA,0.100000001,TRUE,6,,1974,12,3,73,7,14,52,20.20000076,128,2.099999905,31,50,F,19
3822,4,4TA,0.100000001,TRUE,6,,1974,12,4,76,7,14,52,26.39999962,127,58.90000153,21,36,F,28
3823,5,4TA,,TRUE,3,,1974,12,4,77,7,14,52,25,127,59.5,30,38,F,28
3824,2,4TA,0.100000001,TRUE,12,,1974,12,4,78,7,14,52,24.10000038,127,59.59999847,30,34,F,26
3828,1,4TA,0.100000001,TRUE,12,,1974,12,6,82,7,14,52,27.39999962,127,58.79999924,10,10,F,46
3829,2,4TA,0.100000001,TRUE,19,,1974,12,6,83,7,14,52,28.10000038,127,58.40000153,17,27,F,46
3831,3,4TA,0.100000001,TRUE,6,,1974,12,6,85,7,14,52,27.39999962,127,59.29999924,22,32,F,45
3832,10,4TA,0.100000001,TRUE,1,,1974,12,6,86,7,14,52,26.5,127,59.29999924,31,35,F,44
3834,2,4TA,,TRUE,27,,1974,12,6,88,7,14,52,24.29999924,127,59.09999847,8,38,F,43
3835,2,4TA,0.100000001,TRUE,5,,1974,12,5,89,7,14,52,23.79999924,127,59.40000153,37,37,F,26
3836,4,4TA,0.100000001,TRUE,21,,1974,12,5,90,7,14,52,22.89999962,127,59.59999847,26,33,F,26
3838,4,4TA,0.100000001,TRUE,2,,1974,12,6,92,7,14,52,21.29999924,127,59.79999924,22,22,F,21
3839,3,4TA,,TRUE,28,,1974,12,6,93,7,14,52,23.20000076,128,0.100000001,18,26,F,20
3872,6,4TA,0.100000001,TRUE,2,,1974,12,12,126,8,5,52,12.19999981,127,48.29999924,17,32,F,23
3876,10,4TA,0.100000001,TRUE,1,,1974,12,12,130,8,7,52,18.5,127,45.59999847,26,34,F,18
3877,6,4TA,0.100000001,TRUE,1,,1974,12,12,131,8,7,52,19.70000076,127,44,29,36,F,17
3880,4,4TA,0.100000001,TRUE,2,,1974,12,13,134,8,7,52,14.30000019,127,36.20000076,16,44,F,18
3882,10,4TA,0.100000001,TRUE,1,,1974,12,14,136,8,7,52,19.10000038,127,35.40000153,30,65,F,22
3886,8,4TA,0.100000001,TRUE,1,,1974,12,14,140,8,7,52,22.39999962,127,29.10000038,30,37,F,18
3889,13,4TA,,TRUE,1,,1974,12,15,143,8,7,52,24,127,24.79999924,33,47,F,20
3901,8,4TA,0.100000001,TRUE,1,,1974,12,17,155,8,9,52,43.90000153,126,56,27,43,F,21
3906,5,4TA,0.100000001,TRUE,9,,1974,12,17,160,8,9,52,50,127,1.200000048,7,10,F,23
3916,10,4TA,,TRUE,1,,1974,12,19,170,8,8,52,35.59999847,127,8.5,23,42,F,18
3917,9,4TA,,TRUE,1,,1974,12,19,171,8,8,52,35.20000076,127,9.699999809,21,46,F,18
3923,10,4TA,0.100000001,TRUE,3,,1975,1,16,177,8,4,52,3.099999905,127,51.90000153,15,30,F,22
3924,6,4TA,0.100000001,TRUE,6,,1975,1,16,178,8,4,52,3.799999952,127,51.90000153,31,35,F,22
3960,10,4TA,,TRUE,1,,1975,1,22,214,8,12,52,9.300000191,126,51.09999847,31,38,F,20
3979,6,4TA,,TRUE,1,,1975,1,26,233,8,4,51,50.29999924,128,1,31,35,F,20
3980,4,4TA,,TRUE,5,,1975,1,26,234,8,4,51,48.79999924,128,1.100000024,25,38,F,19
3982,2,4TA,,TRUE,4,,1975,1,26,236,8,4,51,47.70000076,128,1.700000048,25,34,F,18
3983,3,4TA,0.100000001,TRUE,7,,1975,1,26,237,8,4,51,48.20000076,128,2.700000048,30,49,F,17
3984,13,4TA,0.100000001,TRUE,2,,1975,1,26,238,8,4,51,47.29999924,128,3,44,75,F,16
3985,4,4TA,0.100000001,TRUE,3,,1975,1,27,239,8,16,51,43.70000076,127,59.29999924,25,37,F,23
3990,4,4TA,0.100000001,TRUE,3,,1975,1,27,244,8,2,51,39.29999924,128,4.400000095,61,74,F,18
3991,3,4TA,0.100000001,TRUE,5,,1975,1,27,245,8,2,51,39.5,128,5.199999809,27,38,F,17
3993,10,4TA,,TRUE,1,,1975,1,30,247,7,7,52,55.40000153,128,7.599999905,26,35,F,22
3994,5,4TA,,TRUE,2,,1975,1,30,248,7,7,52,53.79999924,128,7.5,27,38,F,19
3997,16,4TA,,TRUE,1,,1975,1,30,251,7,7,52,54.40000153,128,3.5,21,43,F,20
4000,10,4TA,,TRUE,2,,1975,2,6,254,7,11,52,45.90000153,127,59.29999924,9,34,F,168
4002,10,4TA,,TRUE,1,,1975,2,6,256,7,7,52,49.90000153,128,7.599999905,27,39,F,168
4003,9,4TA,,TRUE,1,,1975,2,6,257,7,29,52,49.90000153,128,10.60000038,61,78,F,168
4004,5,4TA,,TRUE,1,,1975,2,6,258,7,29,52,48.29999924,128,13.5,29,40,F,168
4006,6,4TA,0.100000001,TRUE,1,,1975,2,8,260,7,24,52,12.30000019,128,11.19999981,25,40,F,23
4007,4,4TA,0.100000001,TRUE,3,,1975,2,8,261,7,24,52,11.80000019,128,11.60000038,32,37,F,24
4009,12,4TA,0.100000001,TRUE,2,,1975,2,8,263,7,23,52,6.099999905,128,17.60000038,24,48,F,24
4010,5,4TA,,TRUE,6,,1975,2,8,264,7,23,52,6.900000095,128,19.20000076,33,40,F,24
4012,4,4TA,,TRUE,2,,1975,2,9,266,7,12,52,14.60000038,128,14.69999981,23,39,F,17
4013,3,4TA,0.100000001,TRUE,6,,1975,2,9,267,7,12,52,14.80000019,128,17.39999962,24,40,F,16
4014,4,4TA,0.100000001,TRUE,5,,1975,2,9,268,7,12,52,14.89999962,128,19.5,20,43,F,16
4015,3,4TA,0.100000001,TRUE,8,,1975,2,9,269,7,8,52,15.80000019,128,20,26,34,F,15
4016,1,4TA,,TRUE,23,,1975,2,10,270,7,9,52,21.39999962,128,23.10000038,26,34,F,23
4017,4,4TA,0.100000001,TRUE,8,,1975,2,10,271,7,9,52,21.70000076,128,21.5,26,35,F,23
4019,6,4TA,0.100000001,TRUE,1,,1975,2,10,273,7,9,52,24.20000076,128,20,27,48,F,20
4023,6,4TA,0.100000001,TRUE,1,,1975,2,11,277,7,9,52,26.29999924,128,14.30000019,30,44,F,19
4025,5,4TA,0.100000001,TRUE,5,,1975,2,11,279,7,9,52,29.5,128,16.29999924,24,34,F,19
4026,3,4TA,0.100000001,TRUE,17,,1975,2,11,280,7,9,52,28.5,128,17.89999962,26,52,F,20
4028,3,4TA,0.100000001,TRUE,6,,1975,2,11,282,7,9,52,27.70000076,128,24.39999962,28,42,F,21
4029,4,4TA,0.100000001,TRUE,2,,1975,2,11,283,7,9,52,28.10000038,128,23.60000038,10,23,F,20
4031,10,4TA,,TRUE,1,,1975,2,13,285,8,16,51,37.09999847,127,49.59999847,26,30,F,19
4034,5,4TA,0.100000001,TRUE,1,,1975,2,13,288,9,12,51,37.20000076,127,45.29999924,20,40,F,21
4035,8,4TA,,TRUE,2,,1975,2,13,289,9,12,51,36.90000153,127,43.90000153,25,43,F,20
4037,6,4TA,0.100000001,TRUE,1,,1975,2,14,291,9,11,51,30.5,127,44.40000153,14,37,F,19
4048,1,4TA,0.100000001,TRUE,14,,1975,2,15,302,9,3,51,31.60000038,127,31.79999924,7,11,F,20
4050,10,4TA,0.100000001,TRUE,1,,1975,2,15,304,9,2,51,29.39999962,127,36.09999847,20,45,F,18
4054,8,4TA,,TRUE,2,,1975,2,16,308,9,3,51,33.90000153,127,33.90000153,62,74,F,20
4060,14,4TA,,TRUE,2,,1975,2,17,314,9,9,51,41.20000076,127,29.10000038,22,38,F,20
4063,6,4TA,0.100000001,TRUE,1,,1975,2,18,317,9,12,51,36.40000153,127,44.79999924,23,39,F,6
4065,6,4TA,0.100000001,TRUE,5,,1975,2,19,319,9,12,51,37.70000076,127,47.29999924,25,42,F,25
4066,5,4TA,0.100000001,TRUE,4,,1975,2,19,320,9,12,51,37.90000153,127,46.20000076,22,33,F,24
4067,11,4TA,0.100000001,TRUE,1,,1975,2,18,321,9,12,51,37.20000076,127,45.20000076,66,75,F,5
3501,2,4TA,,TRUE,7,,1975,9,14,8,6,17,52,24.60000038,128,46.70000076,22,31,F,21
3502,8,4TA,,TRUE,1,,1975,9,14,9,6,17,52,25.29999924,128,48.79999924,55,65,F,20
3503,2,4TA,,TRUE,5,,1975,9,14,10,6,17,52,26.29999924,128,48.79999924,35,40,F,20
3504,4,4TA,,TRUE,11,,1975,9,14,11,6,17,52,26.39999962,128,47,40,45,F,20
3505,3,4TA,,TRUE,5,,1975,9,15,12,6,17,52,27.60000038,128,49.5,50,60,F,21
3506,8,4TA,,TRUE,1,,1975,9,15,13,6,17,52,28,128,48,60,70,F,21
3507,4,4TA,,TRUE,8,,1975,9,15,14,6,16,52,29,128,48.40000153,80,80,F,22
3508,4,4TA,,TRUE,2,,1975,9,15,15,6,16,52,30.70000076,128,49.90000153,80,80,F,22
3509,3,4TA,,TRUE,28,,1975,9,15,16,6,16,52,32.90000153,128,49.79999924,30,32,F,23
3510,4,4TA,,TRUE,5,,1975,9,16,17,6,16,52,32.40000153,128,50.5,60,70,F,22
3511,9,4TA,,TRUE,4,,1975,9,16,18,6,16,52,34,128,49.79999924,50,55,F,21
3512,3,4TA,,TRUE,14,,1975,9,16,19,6,18,52,33.5,128,48.09999847,30,30,F,20
3513,4,4TA,,TRUE,3,,1975,9,16,20,6,18,52,33.59999847,128,47.40000153,50,50,F,19
3515,10,4TA,,TRUE,5,,1975,9,18,22,6,18,52,33.40000153,128,45.90000153,64,64,F,50
3517,4,4TA,,TRUE,1,,1975,9,18,24,6,19,52,37.40000153,128,47.79999924,20,20,F,44
3518,8,4TA,,TRUE,1,,1975,9,17,25,6,16,52,36,128,46.59999847,50,70,F,27
3520,3,4TA,,TRUE,7,,1975,9,19,27,6,17,52,27.5,128,57,65,75,F,20
3521,6,4TA,,TRUE,4,,1975,9,19,28,6,17,52,25.89999962,128,56.79999924,85,90,F,20
3525,5,4TA,,TRUE,4,,1975,9,20,32,106,2,52,25.20000076,129,2.799999952,50,50,F,22
3526,5,4TA,,TRUE,1,,1975,9,20,33,106,2,52,26.89999962,129,5.900000095,52,52,F,19
3528,2,4TA,,TRUE,17,,1975,9,20,35,106,2,52,29.20000076,129,6,12,12,F,21
3529,6,4TA,,TRUE,1,,1975,9,20,36,106,2,52,30.20000076,129,7.800000191,60,60,F,17
3530,6,4TA,,TRUE,1,,1975,9,21,37,106,2,52,32.29999924,129,10.10000038,60,70,F,23
3531,1,4TA,,TRUE,30,,1975,9,21,38,106,2,52,34.09999847,129,11.39999962,35,38,F,23
3533,9,4TA,,TRUE,2,,1975,9,21,40,106,2,52,34.29999924,129,12.69999981,40,40,F,20
3536,5,4TA,,TRUE,4,,1975,9,22,43,6,13,52,41.79999924,129,17,45,48,F,20
3537,5,4TA,,TRUE,7,,1975,9,22,44,6,13,52,42.90000153,129,17.5,35,35,F,19
3538,3,4TA,,TRUE,5,,1975,9,22,45,6,13,52,44,129,19,60,60,F,24
3539,4,4TA,,TRUE,3,,1975,9,22,46,6,13,52,42.29999924,129,15.39999962,15,15,F,17
3540,3,4TA,,TRUE,7,,1975,9,23,47,6,13,52,47.59999847,129,23.79999924,42,42,F,17
3541,5,4TA,,TRUE,15,,1975,9,23,48,6,13,52,49.29999924,129,23.39999962,35,35,F,17
3542,5,4TA,,TRUE,2,,1975,9,23,49,6,13,52,50,129,24,50,50,F,15
3543,3,4TA,,TRUE,2,,1975,9,23,50,6,13,52,51.20000076,129,22.60000038,60,60,F,14
3544,2,4TA,,TRUE,27,,1975,9,23,51,6,9,52,51.5,129,21.39999962,10,10,F,16
3545,1,4TA,,TRUE,9,,1975,9,26,52,6,9,53,12.60000038,129,35,40,40,F,23
3546,5,4TA,,TRUE,3,,1975,9,26,53,6,5,53,12.30000019,129,33.90000153,45,45,F,22
3548,10,4TA,,TRUE,3,,1975,9,26,55,6,5,53,13,129,31.39999962,80,80,F,21
3549,10,4TA,,TRUE,1,,1975,9,26,56,6,5,53,12.80000019,129,29.39999962,60,60,F,19
3551,4,4TA,,TRUE,3,,1975,9,27,58,5,17,53,16.20000076,129,39.5,50,50,F,23
3556,4,4TA,,TRUE,1,,1975,9,28,63,5,15,53,37.79999924,130,3.099999905,65,65,F,16
3558,4,4TA,,TRUE,13,,1975,10,4,65,5,13,53,38,130,26.5,35,38,F,68
3560,9,4TA,,TRUE,1,,1975,10,4,67,5,10,53,38.79999924,130,27.39999962,50,56,F,66
3561,5,4TA,,TRUE,15,,1975,10,4,68,5,11,53,38.59999847,130,29.10000038,13,15,F,65
3562,4,4TA,,TRUE,8,,1975,10,3,69,5,11,53,38.90000153,130,32.29999924,22,22,F,42
3563,6,4TA,,TRUE,1,,1975,10,6,70,5,16,53,31.10000038,130,0.899999976,70,75,F,48
3564,12,4TA,,TRUE,2,,1975,10,6,71,5,16,53,31.70000076,129,59.90000153,50,50,F,44
3565,5,4TA,,TRUE,6,,1975,10,5,72,5,16,53,32.5,129,59.40000153,35,40,F,25
3566,6,4TA,,TRUE,4,,1975,10,5,73,5,16,53,34,129,58.59999847,65,70,F,24
3569,4,4TA,,TRUE,4,,1975,10,6,76,5,16,53,31.20000076,130,0.300000012,22,22,F,19
3570,8,4TA,,TRUE,1,,1975,10,6,77,5,16,53,32.70000076,130,0,60,62,F,18
3574,5,4TA,,TRUE,1,,1975,10,7,81,5,17,53,25.70000076,129,52.90000153,20,20,F,19
3577,10,4TA,,TRUE,1,,1975,10,7,84,5,18,53,27.10000038,129,50.40000153,45,70,F,16
3578,5,4TA,,TRUE,1,,1975,10,8,85,5,17,53,16.70000076,129,47.40000153,48,51,F,19
3580,3,4TA,,TRUE,3,,1975,10,8,87,5,17,53,13.69999981,129,44.79999924,49,50,F,19
3581,3,4TA,,TRUE,5,,1975,10,8,88,6,9,53,12,129,44,54,61,F,20
3582,3,4TB,,TRUE,2,,1975,10,8,89,6,9,53,12.10000038,129,44.5,44,46,F,20
3583,8,4TB,,TRUE,1,,1975,10,9,90,6,5,53,18.10000038,129,24.70000076,80,80,F,22
3584,13,4TA,,TRUE,1,,1975,10,9,91,6,5,53,19.10000038,129,23.29999924,60,65,F,21
3588,12,4TB,,TRUE,1,,1975,10,9,95,6,5,53,20.79999924,129,25.89999962,40,44,F,17
3589,10,4TA,,TRUE,2,,1975,10,10,96,6,5,53,14.39999962,129,28.89999962,38,44,F,23
3590,11,4TA,,TRUE,1,,1975,10,10,97,6,5,53,14.89999962,129,29.20000076,68,74,F,22
3591,11,4TB,,TRUE,1,,1975,10,10,98,6,5,53,16.5,129,28.79999924,54,54,F,22
3595,6,4TB,,TRUE,1,,1975,10,11,102,106,1,53,3.5,129,50.09999847,44,51,F,11
3596,4,4TB,,TRUE,5,,1975,10,11,103,106,1,53,3,129,48.5,56,58,F,10
3597,4,4TA,,TRUE,2,,1975,10,11,104,106,1,53,1.299999952,129,45,40,50,F,7
3598,4,4TA,,TRUE,6,,1975,10,11,105,6,9,53,0.300000012,129,41.90000153,78,84,F,5
3604,4,4TA,,TRUE,6,,1975,10,16,111,5,23,53,41.29999924,129,44.5,52,52,F,19
3605,8,4TA,,TRUE,1,,1975,10,17,112,6,2,53,30.79999924,129,14.19999981,40,48,F,18
3609,4,4TB,,TRUE,6,,1975,10,18,116,6,1,53,45.40000153,129,1.100000024,34,38,F,21
3614,7,4TA,,TRUE,1,,1975,10,19,121,6,1,53,48.79999924,128,47.09999847,35,35,F,26
3617,6,4TA,,TRUE,1,,1975,10,19,124,6,1,53,52,128,40.70000076,62,68,F,21
3634,8,4TA,,TRUE,1,,1975,10,24,141,6,3,53,28.20000076,128,53.5,50,60,F,16
3636,13,4TB,,TRUE,1,,1975,11,10,143,7,3,52,25.20000076,128,31.70000076,58,64,F,25
3637,5,4TA,,TRUE,6,,1975,11,10,144,7,3,52,26.10000038,128,32.29999924,70,78,F,24
3638,5,4TA,,TRUE,3,,1975,11,10,145,7,3,52,25.89999962,128,33.79999924,50,52,F,22
3639,2,4TA,,TRUE,9,,1975,11,10,146,7,3,52,26.89999962,128,34.90000153,28,32,F,21
3640,8,4TA,,TRUE,3,,1975,11,10,147,7,3,52,26.10000038,128,36.90000153,40,40,F,20
3641,9,4TA,,TRUE,1,,1975,11,10,148,7,3,52,26.89999962,128,36.70000076,58,62,F,19
